Variable,Description,Category,Important_level,Use,Condition,Add_on,Type,sample_Value
interestrate_508L,Interest rate for a closed contract in the credit bureau.,L,0,False,,max_interestrate_508L,float64,"['min:0.0, max:151423.0, mean:74.38081231766606']"
interestrategrace_34L,Interest rate during the grace period.,L,0,True,,,float64,"['min:0.0, max:0.0, mean:0.0']"
interestrateyearly_538L,Annual interest rate for existing contract obtained from credit bureau.,L,0,False,,max_interestrateyearly_538L,float64,"['min:0.0, max:46334.1, mean:52.49334640069385']"
isbidproduct_1095L,Flag indicating if the product is a cross-sell.,L,0,True,,,bool,"['min:False, max:True, mean:0.10936274866036083']"
isbidproduct_390L,Flag for determining if the product is a cross-sell in previous applications.,L,0,False,,,object,"[False, False, False]"
isbidproductrequest_292L,Flag indicating if the product is a cross-sell.,L,0,False,,,object,"[None, None, None]"
isdebitcard_527L,Previous application flag indicating if product being applied for is a debit card.,L,0,False,,,object,"[None, None, None]"
isdebitcard_729L,Flag indicating if the product is a debit card.,L,0,False,,,object,"[None, None, None]"
isreference_387L,Flag indicating whether the person is a reference contact.,L,0,False,,,object,"[None, None, None]"
language1_981M,The primary language of the person.,M,0,False,,,object,"['P10_39_147', 'a55475b1', 'a55475b1']"
last180dayaveragebalance_704A,Average balance on debit card in the last 180 days.,A,0,False,,max_last180dayaveragebalance_704A,float64,"['min:-308.79413, max:67777.77, mean:109.63588408639231']"
last180dayturnover_1134A,Debit card's turnover within the last 180 days.,A,0,False,,max_last180dayturnover_1134A,float64,"['min:-187780.0, max:1161820.0, mean:38494.508518295464']"
last30dayturnover_651A,Debit card turnover for the last 30 days.,A,0,False,,max_last30dayturnover_651A,float64,"['min:-477.506, max:390000.0, mean:4955.383494856964']"
lastactivateddate_801D,Contract activation date for previous applications.,D,4,True,,,object,"[None, None, None]"
lastapplicationdate_877D,Date of previous customer's application.,D,5,True,,,object,"[None, '2018-11-20', '2019-12-26']"
lastapprcommoditycat_1041M,Commodity category of the last loan applications made by the applicant.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
lastapprcommoditytypec_5251766M,Commodity type of the last application.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
lastapprcredamount_781A,Credit amount from the client's last application.,A,2,True,,,float64,"['min:0.0, max:400000.0, mean:36879.2590031712']"
lastapprdate_640D,Date of approval on client's most recent previous application.,D,5,True,,,object,"[None, None, None]"
lastcancelreason_561M,Cancellation reason of the last application.,M,0,False,,,object,"['a55475b1', 'P94_109_143', 'P94_109_143']"
lastdelinqdate_224D,Date of the last delinquency occurrence.,D,5,True,,,object,"[None, None, None]"
lastdependentsnum_448L,Number of dependents in the client's last loan application.,L,0,True,,,float64,"['min:0.0, max:8.0, mean:0.5913882036331016']"
lastotherinc_902A,Amount of other income reported by the client in their last application.,A,0,True,,,float64,"['min:0.0, max:25228.3, mean:487.8455314009663']"
lastotherlnsexpense_631A,Monthly expenses on other loans from the last application.,A,0,True,,,float64,"['min:0.0, max:110000.0, mean:10475.939346110486']"
lastrejectcommoditycat_161M,Category of commodity in the applicant's last rejected application.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
lastrejectcommodtypec_5251769M,Commodity type of the last rejected application.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
lastrejectcredamount_222A,Credit amount on last rejected application.,A,9,True,,,float64,"['min:0.0, max:1000000.0, mean:55908.07535413005']"
lastrejectdate_50D,Date of most recent rejected application by the applicant.,D,7,True,,,object,"[None, '2018-11-20', '2019-12-26']"
lastrejectreason_759M,Reason for rejection on the most recent rejected application.,M,0,False,,,object,"['a55475b1', 'P198_131_9', 'P45_84_106']"
lastrejectreasonclient_4145040M,Reason for the client's last loan rejection.,M,0,False,,,object,"['a55475b1', 'P94_109_143', 'P94_109_143']"
lastrepayingdate_696D,Date of the last payment made by the applicant.,D,0,True,,,object,"[None, None, None]"
lastst_736L,Status of the client's previous credit application.,L,0,False,,,object,"[None, 'D', 'D']"
lastupdate_1112D,Date of last update for an active contract from credit bureau.,D,0,False,,max_lastupdate_1112D,object,"['2019-06-27', '2019-07-03', None]"
lastupdate_260D,Last update date for the active contracts.,D,0,False,,,object,"['2019-01-10', '2019-01-20', '2019-01-20']"
lastupdate_388D,Date of last update for a closed contract in the credit bureau.,D,0,False,,,object,"[None, None, None]"
maininc_215A,Client's primary income amount.,A,1,True,,,float64,"['min:0.0, max:200000.0, mean:51371.29595080505']"
mainoccupationinc_384A,Amount of the main income of the client.,A,0,False,,max_mainoccupationinc_384A,float64,"['min:0.0, max:200000.0, mean:57707.48346215107']"
mainoccupationinc_437A,Client's main income amount in their previous application.,A,0,False,,max_mainoccupationinc_437A,float64,"['min:0.0, max:196000.0, mean:40029.69378641011']"
maritalst_385M,Marital status of the client.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
maritalst_703L,Marital status of the client.,L,0,False,,,object,"[None, None, None]"
maritalst_893M,Marital status of the client,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
mastercontrelectronic_519L,Flag indicating the existence of the master contract for the client.,L,0,True,,,float64,"['min:0.0, max:0.0, mean:0.0']"
mastercontrexist_109L,Flag indicating whether or not the applicant has an existing master contract.,L,0,False,,,float64,"['min:0.0, max:0.0, mean:0.0']"
maxannuity_159A,Maximum annuity previously obtained by client.,A,6,True,,,float64,"['min:0.0, max:20923088.0, mean:44642.786461771466']"
maxannuity_4075009A,Maximal annuity offered to the client in the current application.,A,0,True,,,float64,"['min:600.0, max:601320.0, mean:21109.981403277674']"
maxdbddpdlast1m_3658939P,Maximum number of days past due in the last month. A negative value indicates the number of days before the due date.,P,5,True,,,float64,"['min:-547.0, max:4804.0, mean:47.21983149961438']"
maxdbddpdtollast12m_3658940P,Maximum number of days past due in last 12 months. A negative value implies days before due date.,P,13,True,,,float64,"['min:-1083.0, max:4804.0, mean:55.25346175599694']"
maxdbddpdtollast6m_4187119P,Maximum number of days past due in last 6 months. This predictor takes the value as a negative number when it represents days before due date.,P,10,True,,,float64,"['min:-1225.0, max:4804.0, mean:48.471026072170076']"
maxdebt4_972A,Maximal principal debt of the client in the history older than 4 months.,A,5,True,,,float64,"['min:0.0, max:1740000.0, mean:55699.33265838489']"
maxdebtpduevalodued_3940955A,Days past due at the time of the maximum debt.,A,0,False,,,float64,"['min:0.0, max:147470.61, mean:15.074052329107163']"
maxdpdfrom6mto36m_3546853P,Maximum Days Past Due (DPD) in the period ranging from 6 to 36 months.,P,11,True,,,float64,"['min:0.0, max:4465.0, mean:38.40033344797506']"
maxdpdinstldate_3546855D,Date of instalment on which client was most days past due.,D,4,True,,,object,"[None, None, None]"
maxdpdinstlnum_3546846P,Instalment number of which client was most days past due.,P,2,True,,,float64,"['min:0.0, max:72.0, mean:8.560085338209802']"
maxdpdlast12m_727P,Maximum days past due in the past 12 months.,P,0,False,,,float64,"['min:0.0, max:4629.0, mean:18.004691959211844']"
maxdpdlast24m_143P,Maximal days past due in the last 24 months.,P,16,True,,,float64,"['min:0.0, max:4629.0, mean:31.65614771927507']"
maxdpdlast3m_392P,Maximum number of days past due in last 3 months.,P,5,True,,,float64,"['min:0.0, max:4629.0, mean:6.635191060678876']"
maxdpdlast6m_474P,Maximum days past due in the last 6 months.,P,0,False,,,float64,"['min:0.0, max:4629.0, mean:9.951137572343862']"
maxdpdlast9m_1059P,Maximum days past due in last 9 months.,P,0,False,,,float64,"['min:0.0, max:4629.0, mean:13.88155080640202']"
maxdpdtolerance_374P,Maximum number of days past due (with tolerance).,P,13,True,,,float64,"['min:0.0, max:4629.0, mean:65.62178025687338']"
maxdpdtolerance_577P,Maximum DPD with tolerance (on previous application/s).,P,0,False,,max_maxdpdtolerance_577P,float64,"['min:0.0, max:4058.0, mean:13.265816743998231']"
maxinstallast24m_3658928A,Maximum instalment in the last 24 months,A,3,True,,,float64,"['min:0.2, max:1009600.8, mean:18495.677920685834']"
maxlnamtstart6m_4525199A,Maximum loan amount started in the last 6 months.,A,2,True,,,float64,"['min:0.0, max:518629.6, mean:46629.90897675737']"
maxoutstandbalancel12m_4187113A,Maximum outstanding balance in the last 12 months.,A,4,True,,,float64,"['min:-2000000.0, max:1235312.9, mean:76505.65366222554']"
maxpmtlast3m_4525190A,Maximum payment made by the client in the last 3 months.,A,2,True,,,float64,"['min:0.0, max:538113.0, mean:9526.372103598456']"
mindbddpdlast24m_3658935P,Minimum days past due (or days before due) in last 24 months.,P,4,True,,,float64,"['min:-1280.0, max:4709.0, mean:-2.8183282663006097']"
mindbdtollast24m_4525191P,Minimum days before due in last 24 months.,P,3,True,,,float64,"['min:-1280.0, max:4709.0, mean:-3.5119475878499107']"
mobilephncnt_593L,Number of persons with the same mobile phone number.,L,10,True,,,float64,"['min:0.0, max:22.0, mean:1.8608266941032927']"
monthlyinstlamount_332A,Monthly instalment amount for active contract.,A,0,False,,max_monthlyinstlamount_332A,float64,"['min:0.0, max:20000000.0, mean:5594.887054024102']"
monthlyinstlamount_674A,Monthly amount of instalment payment on a closed contract.,A,0,False,,max_monthlyinstlamount_674A,float64,"['min:0.0, max:50274444.0, mean:6539.519352475353']"
monthsannuity_845L,Monthly annuity amount for the applicant.,L,0,False,,,float64,"['min:0.0, max:167.0, mean:28.19029162997399']"
name_4527232M,Name of employer.,M,0,False,,,object,"['f980a1ea', 'f980a1ea', 'f980a1ea']"
name_4917606M,Name of employer.,M,0,False,,,object,"['6b730375', '6b730375', '6b730375']"
nominalrate_281L,Interest rate of the active contract.,L,0,False,,max_nominalrate_281L,float64,"['min:0.0, max:30341.2, mean:32.29003604164202']"
nominalrate_498L,Interest rate for closed contract.,L,0,False,,max_nominalrate_498L,float64,"['min:0.0, max:30341.2, mean:66.23276993258015']"
numactivecreds_622L,Number of active credits.,L,0,True,,,float64,"['min:0.0, max:7.0, mean:0.5472593334888756']"
numactivecredschannel_414L,Number of active credits.,L,1,True,,,float64,"['min:0.0, max:4.0, mean:0.10663566021931452']"
numactiverelcontr_750L,Number of active revolving credits.,L,0,True,,,float64,"['min:0.0, max:6.0, mean:0.30643983002551145']"
numberofcontrsvalue_258L,Number of active contracts in credit bureau.,L,0,False,,max_numberofcontrsvalue_258L,float64,"['min:0.0, max:83.0, mean:1.9985871832261553']"
numberofcontrsvalue_358L,Number of closed credit contracts.,L,0,False,,max_numberofcontrsvalue_358L,float64,"['min:0.0, max:237.0, mean:6.000947616945004']"
numberofinstls_229L,Number of instalments on closed contract.,L,0,False,,max_numberofinstls_229L,float64,"['min:0.0, max:714.0, mean:12.220367497419259']"
numberofinstls_320L,Number of instalments of the active contract.,L,0,False,,max_numberofinstls_320L,float64,"['min:0.0, max:365.0, mean:31.77488476487446']"
numberofinstls_810L,Number of instalments for the active contract.,L,0,False,,max_numberofinstls_810L,float64,"['min:0.0, max:358.0, mean:30.496263766583127']"
numberofoutstandinstls_520L,Number of outstanding instalment for closed contract.,L,0,False,,,float64,"['min:0.0, max:2700000.0, mean:1.145165080345572']"
numberofoutstandinstls_59L,Number of outstanding instalments for the active contracts.,L,0,False,,max_numberofoutstandinstls_59L,float64,"['min:0.0, max:326.0, mean:21.811102974775874']"
numberofoverdueinstlmax_1039L,Number of outstanding instalments for active contracts.,L,0,False,,max_numberofoverdueinstlmax_1039L,float64,"['min:0.0, max:40121.0, mean:16.68235664671199']"
numberofoverdueinstlmax_1151L,Maximum number of past due installments for a closed contract.,L,0,False,,max_numberofoverdueinstlmax_1151L,float64,"['min:0.0, max:730509.0, mean:52.86492097984585']"
numberofoverdueinstlmaxdat_148D,Date of maximum number of past due instalments for the closed contract.,D,0,False,,max_numberofoverdueinstlmaxdat_148D,object,"[None, None, None]"
numberofoverdueinstlmaxdat_641D,Date of maximum number of past due instalments for the active contract.,D,0,False,,max_numberofoverdueinstlmaxdat_641D,object,"['2017-11-21', '2018-03-08', None]"
numberofoverdueinstls_725L,Maximum number of past due instalments for an active contract.,L,0,False,,max_numberofoverdueinstls_725L,float64,"['min:0.0, max:5412.0, mean:8.813187290524164']"
numberofoverdueinstls_834L,Number of past due instalments for a closed contract.,L,0,False,,max_numberofoverdueinstls_834L,float64,"['min:0.0, max:1300.0, mean:0.049165625971945626']"
numberofqueries_373L,Number of queries to credit bureau.,L,0,False,,,float64,"['min:0.0, max:115.0, mean:4.777066459982781']"
numcontrs3months_479L,Number of contracts in last 3 months.,L,5,True,,,float64,"['min:0.0, max:58.0, mean:0.3166616306688443']"
numincomingpmts_3546848L,Number of incoming payments.,L,8,True,,,float64,"['min:0.0, max:809.0, mean:36.10983471562005']"
numinstlallpaidearly3d_817L,Number of instalments paid at least 3 days prior to their due date.,L,0,False,,,float64,"['min:0.0, max:331.0, mean:22.68714692503222']"
numinstls_657L,Number of instalments.,L,2,True,,,float64,"['min:0.0, max:448.0, mean:8.70073245362402']"
numinstlsallpaid_934L,Number of paid instalments.,L,11,True,,,float64,"['min:0.0, max:385.0, mean:30.35637585260123']"
numinstlswithdpd10_728L,Number of instalments that were overdue for 10 or more days.,L,13,True,,,float64,"['min:0.0, max:187.0, mean:3.3460195172059577']"
numinstlswithdpd5_4187116L,Number of instalments that were overdue by at least 5 days.,L,8,True,,,float64,"['min:0.0, max:85.0, mean:2.4510101578979704']"
numinstlswithoutdpd_562L,Number of instalments that were not past due date.,L,8,True,,,float64,"['min:0.0, max:861.0, mean:35.57582177709296']"
numinstmatpaidtearly2d_4499204L,Number of instalments that have been paid more than 2 days before their due date.,L,0,False,,,float64,"['min:0.0, max:347.0, mean:24.38533197485101']"
numinstpaid_4499208L,Number of paid instalments.,L,2,True,,,float64,"['min:0.0, max:393.0, mean:35.82541880849495']"
numinstpaidearly_338L,Number of installments paid prior to the due date.,L,6,True,,,float64,"['min:0.0, max:306.0, mean:17.677320342419463']"
numinstpaidearly3d_3546850L,Number of instalments paid more than three days before the due date.,L,8,True,,,float64,"['min:0.0, max:322.0, mean:21.877240704800037']"
numinstpaidearly3dest_4493216L,Number of instalments that have been paid more than 3 days in advance of the due date.,L,0,False,,,float64,"['min:0.0, max:322.0, mean:21.946118085563906']"
numinstpaidearly5d_1087L,Number of instalments paid more than 5 days prior to the due date.,L,5,True,,,float64,"['min:0.0, max:59.0, mean:3.265369964570235']"
numinstpaidearly5dest_4493211L,Number of instalments that were paid more than 5 days before the due date.,L,2,True,,,float64,"['min:0.0, max:59.0, mean:3.265369964570235']"
numinstpaidearly5dobd_4499205L,Number of installments paid more than 5 days prior to the due date.,L,0,False,,,float64,"['min:0.0, max:306.0, mean:17.677320342419463']"
numinstpaidearlyest_4493214L,Number of instalments paid before the due date.,L,0,False,,,float64,"['min:0.0, max:306.0, mean:17.677320342419463']"
numinstpaidlastcontr_4325080L,Number of paid installments from the client's last contract.,L,1,True,,,float64,"['min:0.0, max:77.0, mean:7.729476847774888']"
numinstpaidlate1d_3546852L,Number of instalments paid more than 1 day past their due date.,L,4,True,,,float64,"['min:0.0, max:137.0, mean:5.990080177763215']"
numinstregularpaid_973L,Number of fully paid regular installments in the client's previous contracts.,L,5,True,,,float64,"['min:0.0, max:393.0, mean:35.78720125335354']"
numinstregularpaidest_4493210L,Number of fully paid regular installments on clients' previous contracts.,L,3,True,,,float64,"['min:0.0, max:393.0, mean:35.82541880849495']"
numinsttopaygr_769L,Number of unpaid instalments.,L,4,True,,,float64,"['min:0.0, max:152.0, mean:6.005957013250322']"
numinsttopaygrest_4493213L,Number of unpaid instalments.,L,0,False,,,float64,"['min:0.0, max:152.0, mean:6.005957013250322']"
numinstunpaidmax_3546851L,Maximum number of unpaid instalments.,L,0,False,,,float64,"['min:0.0, max:72.0, mean:5.439559483094063']"
numinstunpaidmaxest_4493212L,Maximum number of unpaid instalments.,L,0,False,,,float64,"['min:0.0, max:72.0, mean:5.439559483094063']"
numnotactivated_1143L,Number of non-activated credits.,L,0,True,,,float64,"['min:0.0, max:4.0, mean:0.02893276369185813']"
numpmtchanneldd_318L,Number of previous loan contracts for the applicant that had direct debit as payment channel.,L,0,True,,,float64,"['min:0.0, max:4.0, mean:0.032216361765684584']"
numrejects9m_859L,Number of credit applications that were rejected in the last 9 months.,L,9,True,,,float64,"['min:0.0, max:153.0, mean:0.45949910308241315']"
opencred_647L,Number of active loans from the previous application.,L,0,False,,,object,"[None, False, False]"
openingdate_313D,Deposit account opening date.,D,0,False,,max_openingdate_313D,object,"['2016-08-16', '2015-03-19', '2014-09-02']"
openingdate_857D,Debit card opening date.,D,0,False,,max_openingdate_857D,object,"['2016-08-16', '2015-03-19', '2014-09-02']"
outstandingamount_354A,Outstanding amount for closed credit contract in credit bureau.,A,0,False,,max_outstandingamount_354A,float64,"['min:0.0, max:443392.3, mean:3.3544453702720847']"
outstandingamount_362A,Active contract's outstanding amount.,A,0,False,,max_outstandingamount_362A,float64,"['min:0.0, max:73109624.0, mean:169818.57254607868']"
outstandingdebt_522A,Amount of outstanding debt on the client's previous application.,A,0,False,,max_outstandingdebt_522A,float64,"['min:0.0, max:1210629.1, mean:6994.587845890377']"
overdueamount_31A,Past due amount for a closed contract.,A,0,False,,max_overdueamount_31A,float64,"['min:0.0, max:496510.0, mean:16.776469507925373']"
overdueamount_659A,Past due amount for active contract.,A,0,False,,max_overdueamount_659A,float64,"['min:0.0, max:70695176.0, mean:1081.6712855994642']"
overdueamountmax_155A,Maximal past due amount for active contract.,A,0,False,,,float64,"['min:0.0, max:70698930.0, mean:2738.4341726313137']"
overdueamountmax_35A,Maximal past due amount for a closed contract.,A,0,False,,max_overdueamountmax_35A,float64,"['min:0.0, max:229478910.0, mean:5144.055130197371']"
overdueamountmax_950A,Maximal past due amount for active contract.,A,0,False,,max_overdueamountmax_950A,float64,"['min:0.0, max:147470.61, mean:18.251588568229838']"
overdueamountmax2_14A,Maximal past due amount for an active contract.,A,0,False,,max_overdueamountmax2_14A,float64,"['min:0.0, max:70698930.0, mean:3466.317556747198']"
overdueamountmax2_398A,Maximal overdue amount for a closed contract.,A,0,False,,max_overdueamountmax2_398A,float64,"['min:0.0, max:229478910.0, mean:6189.370992808408']"
overdueamountmax2date_1002D,Date of maximal past due amount for a closed contract,D,0,False,,max_overdueamountmax2date_1002D,object,"[None, None, None]"
overdueamountmax2date_1142D,Date of maximal past due amount for an active contract.,D,0,False,,max_overdueamountmax2date_1142D,object,"['2018-03-31', '2017-01-19', None]"
overdueamountmaxdatemonth_284T,Month when the maximum past due amount occurred for a closed contract.,T,0,False,,max_overdueamountmaxdatemonth_284T,float64,"['min:1.0, max:12.0, mean:6.571696572085205']"
overdueamountmaxdatemonth_365T,Month when maximum past due amount occurred for an active contract.,T,0,False,,max_overdueamountmaxdatemonth_365T,float64,"['min:1.0, max:12.0, mean:6.993357163813125']"
overdueamountmaxdatemonth_494T,Month when the maximum past due amount was recorded for an active contract with the credit bureau.,T,0,False,,,float64,"['min:1.0, max:12.0, mean:6.630675662365803']"
overdueamountmaxdateyear_2T,Year when the maximum past due amount occurred for active contracts.,T,0,False,,max_overdueamountmaxdateyear_2T,float64,"['min:2009.0, max:2020.0, mean:2018.3573551503566']"
overdueamountmaxdateyear_432T,Year when max past due amount occurred for active contract.,T,0,False,,,float64,"['min:1900.0, max:2020.0, mean:2018.2908253718113']"
overdueamountmaxdateyear_994T,Year when maximum past due amount occurred for closed contract.,T,0,False,,max_overdueamountmaxdateyear_994T,float64,"['min:2002.0, max:2020.0, mean:2014.3451505648477']"
paytype_783L,Type of payment.,L,0,False,,,object,"['OTHER', 'OTHER', 'OTHER']"
paytype1st_925L,Type of first payment of the client.,L,0,False,,,object,"['OTHER', 'OTHER', 'OTHER']"
payvacationpostpone_4187118D,Date of last payment holiday instalment.,D,0,True,,,object,"[None, None, None]"
pctinstlsallpaidearl3d_427L,Percentage of installments paid at least 3 days prior to the due date.,L,9,True,,,float64,"['min:0.0, max:11.0, mean:0.590135918234344']"
pctinstlsallpaidlat10d_839L,Percentage of installments that were paid 10 or more days after the due date.,L,15,True,,,float64,"['min:0.0, max:1.0, mean:0.08131768103223541']"
pctinstlsallpaidlate1d_3546856L,Percentage of installments that are paid 1 or more days after the due date.,L,12,True,,,float64,"['min:0.0, max:1.0, mean:0.17931216137266975']"
pctinstlsallpaidlate4d_3546849L,Percentage of installments that were paid 4 or more days past their due date.,L,15,True,,,float64,"['min:0.0, max:1.33333, mean:0.11575048079823644']"
pctinstlsallpaidlate6d_3546844L,Percentage of installments that were paid 6 or more days past their due date.,L,16,True,,,float64,"['min:0.0, max:1.0, mean:0.09910920758453698']"
periodicityofpmts_1102L,Frequency of instalments for a closed contract.,L,0,False,,max_periodicityofpmts_1102L,float64,"['min:1.0, max:360.0, mean:30.110270866739082']"
periodicityofpmts_837L,Frequency of instalments for an active contract.,L,0,False,,max_periodicityofpmts_837L,float64,"['min:1.0, max:360.0, mean:30.369037768479338']"
periodicityofpmts_997L,Frequency of instalments for active credit contracts.,L,0,False,,,object,"[None, None, None]"
periodicityofpmts_997M,Frequency of instalments for active credit contracts.,M,0,False,,,object,"['a0b598e4', 'a55475b1', 'a55475b1']"
personindex_1023L,Order of the person specified on the application form.,L,0,False,,,float64,"['min:0.0, max:6.0, mean:0.43835677537667667']"
persontype_1072L,Person type.,L,0,False,,,float64,"['min:1.0, max:5.0, mean:2.0348619921196116']"
persontype_792L,Person type.,L,0,False,,,float64,"['min:1.0, max:5.0, mean:2.315690901262079']"
pmtamount_36A,Tax deductions amount for credit bureau payments.,A,0,False,,,float64,"['min:0.0, max:87115.6, mean:2260.5373872849973']"
pmtaverage_3A,Average of tax deductions.,A,1,True,,,float64,"['min:0.0, max:145257.4, mean:9303.171699848748']"
pmtaverage_4527227A,Average of tax deductions.,A,0,True,,,float64,"['min:4.2000003, max:205848.61, mean:10033.556093801191']"
pmtaverage_4955615A,Average of tax deductions.,A,0,True,,,float64,"['min:4.4, max:99085.4, mean:17651.732488883994']"
pmtcount_4527229L,Number of tax deductions.,L,0,True,,,float64,"['min:1.0, max:15.0, mean:6.598027448729322']"
pmtcount_4955617L,Number of tax deductions.,L,0,True,,,float64,"['min:1.0, max:16.0, mean:13.061117683902847']"
pmtcount_693L,Number of tax deductions.,L,0,True,,,float64,"['min:0.0, max:66.0, mean:5.714991188885701']"
pmtdaysoverdue_1135P,Number of days past due for existing contracts in the credit bureau.,P,0,False,,max_pmtdaysoverdue_1135P,float64,"['min:0.0, max:663618.0, mean:71.4786190083357']"
pmtmethod_731M,Instalment payment method for existing contract in credit bureau.,M,0,False,,,object,"['e914c86c', 'a55475b1', 'a55475b1']"
pmtnum_254L,Total number of loan payments made by the client.,L,4,True,,,float64,"['min:3.0, max:60.0, mean:17.09321716061129']"
pmtnum_8L,Number of payments made for the previous application.,L,0,False,,max_pmtnum_8L,float64,"['min:3.0, max:62.0, mean:15.782102526790627']"
pmtnumpending_403L,Number of pending payments for active contract.,L,0,False,,max_pmtnumpending_403L,float64,"['min:0.0, max:300.0, mean:20.264674908424908']"
pmts_date_1107D,"Payment date for an active contract according to credit bureau (num_group1 - contract, num_group2 - payment).",D,0,False,,max_pmts_date_1107D,object,"['2018-11-15', '2018-12-15', '2018-12-15']"
pmts_dpd_1073P,"Days past due of the payment for the active contract (num_group1 - existing contract, num_group2 - payment).",P,0,False,,,float64,"['min:0.0, max:4520.0, mean:3.1072364690207768']"
pmts_dpd_303P,"Days past due of the payment for terminated contract according to credit bureau (num_group1 - terminated contract, num_group2 - payment).",P,0,False,,,float64,"['min:-9.0, max:84575.0, mean:58.695240199399706']"
pmts_dpdvalue_108P,"Value of past due payment for active contract (num_group1 - existing contract, num_group2 - payment).",P,0,False,,,float64,"['min:0.0, max:185124192.0, mean:24370.454598663644']"
pmts_month_158T,"Month of payment for a closed contract (num_group1 - existing contract, num_group2 - payment).",T,0,False,,,float64,"['min:1.0, max:12.0, mean:6.5']"
pmts_month_706T,"Month of payment for active contract (num_group1 - terminated contract, num_group2 - payment).",T,0,False,,,float64,"['min:1.0, max:12.0, mean:6.5']"
pmts_overdue_1140A,"Overdue payment for an active contract (num_group1 - existing contract, num_group2 - payment).",A,0,False,,,float64,"['min:0.0, max:5881917.5, mean:599.1327470634756']"
pmts_overdue_1152A,"Overdue payment for a closed contract (num_group1 - terminated contract, num_group2 - payment).",A,0,False,,,float64,"['min:0.0, max:51793576.0, mean:3954.427561043692']"
pmts_pmtsoverdue_635A,"Active contract that has overdue payments (num_group1 - existing contract, num_group2 - payment).",A,0,False,,,float64,"['min:0.0, max:147470.61, mean:11.85945366004195']"
pmts_year_1139T,"Year of payment for an active contract (num_group1 - existing contract, num_group2 - payment).",T,0,False,,,float64,"['min:2016.0, max:2021.0, mean:2019.364830622884']"
pmts_year_507T,"Payment year for a closed credit contract (num_group1 - terminated contract, num_group2 - payment).",T,0,False,,,float64,"['min:2001.0, max:2021.0, mean:2014.8790394775235']"
pmtscount_423L,Number of tax deduction payments.,L,1,True,,,float64,"['min:0.0, max:121.0, mean:5.839291140301552']"
pmtssum_45A,Sum of tax deductions for the client.,A,2,True,,,float64,"['min:0.0, max:476843.4, mean:13199.935970238485']"
posfpd10lastmonth_333P,Average FPD10 (Share of contracts with first installment past due more than 10 days) from point of sales that processed contract in the previous month.,P,0,True,,,float64,"['min:0.0, max:1.0, mean:0.01631044420667518']"
posfpd30lastmonth_3976960P,Average FPD30 (Share of contracts with first installment past due more than 30 days) from point of sales that processed contract in the previous month.,P,0,True,,,float64,"['min:0.0, max:1.0, mean:0.008704772123621396']"
posfstqpd30lastmonth_3976962P,"Average FSTPD30 (share of contracts with first, second, or third installment past due more than 30 days) from point of sale that processed contract in the last month.",P,0,True,,,float64,"['min:0.0, max:1.0, mean:0.03386653279107578']"
postype_4733339M,Type of point of sale.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
previouscontdistrict_112M,Contact district of the client's previous approved application.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
price_1097A,Credit price.,A,10,True,,,float64,"['min:0.0, max:680000.0, mean:36718.44762131631']"
processingdate_168D,Date when the tax deduction is processed.,D,0,False,,,object,"['2019-01-04', '2018-11-28', '2018-11-01']"
profession_152M,Profession of the client during their previous loan application.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
prolongationcount_1120L,Count of prolongations on terminated contract according to credit bureau.,L,0,False,,max_prolongationcount_1120L,float64,"['min:0.0, max:682.0, mean:0.5652183588317107']"
prolongationcount_599L,Count of active contract prolongations.,L,0,False,,max_prolongationcount_599L,float64,"['min:0.0, max:88.0, mean:0.8608322686621647']"
purposeofcred_426M,Purpose of credit for active contract.,M,0,False,,,object,"['60c73645', '96a8fdfe', 'a55475b1']"
purposeofcred_722M,Purpose of credit for active contracts.,M,0,False,,,object,"['96a8fdfe', '96a8fdfe', '96a8fdfe']"
purposeofcred_874M,Purpose of credit on a closed contract.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
recorddate_4527225D,Date of tax deduction record.,D,0,False,,max_recorddate_4527225D,object,"['2019-09-13', '2019-09-13', '2019-09-13']"
refreshdate_3813885D,Date when the credit bureau's public sources have been last updated.,D,0,False,,max_refreshdate_3813885D,object,"[None, None, '2019-07-10']"
registaddr_district_1083M,District of person's registered address.,M,0,False,,,object,"['P88_18_84', 'a55475b1', 'a55475b1']"
registaddr_zipcode_184M,Registered address's zip code of a person.,M,0,False,,,object,"['P167_100_165', 'a55475b1', 'a55475b1']"
rejectreason_755M,Reason for previous application rejection.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'P94_109_143']"
rejectreasonclient_4145042M,Reason for rejection of the client's previous application.,M,0,False,,,object,"['a55475b1', 'a55475b1', 'a55475b1']"
relatedpersons_role_762T,"Relationship type of a client's related person (num_group1 - person, num_group2 - related person).",T,0,False,,,object,"[None, None, None]"
